"","airport","airport_name","carrier_name","arr_delay","arr_flights","avg_delay"
"1696","PSP","Palm Springs, CA: Palm Springs International","Horizon Air",3292,364,9.04395604395604
"1697","PSP","Palm Springs, CA: Palm Springs International","JetBlue Airways",3456,167,20.6946107784431
"1698","PSP","Palm Springs, CA: Palm Springs International","Mesa Airlines Inc.",2287,44,51.9772727272727
"1699","PSP","Palm Springs, CA: Palm Springs International","SkyWest Airlines Inc.",52066,5264,9.89095744680851
"1700","PSP","Palm Springs, CA: Palm Springs International","Southwest Airlines",31048,3069,10.1166503747149
"1701","PSP","Palm Springs, CA: Palm Springs International","United Air Lines Network",15943,1382,11.5361794500724
"1702","PUB","Pueblo, CO: Pueblo Memorial","SkyWest Airlines Inc.",84,27,3.11111111111111
"1703","PUW","Pullman, WA: Pullman Moscow Regional","Horizon Air",3597,1045,3.4421052631579
"1704","PVD","Providence, RI: Rhode Island Tf Green International","Air Wisconsin Airlines Corp",924,87,10.6206896551724
"1705","PVD","Providence, RI: Rhode Island Tf Green International","Allegiant Air",2376,254,9.35433070866142
"1706","PVD","Providence, RI: Rhode Island Tf Green International","American Airlines Network",29138,1478,19.7144790257104
"1707","PVD","Providence, RI: Rhode Island Tf Green International","CommuteAir LLC dba CommuteAir",5823,374,15.5695187165775
"1708","PVD","Providence, RI: Rhode Island Tf Green International","Delta Air Lines Network",18296,1423,12.8573436401968
"1709","PVD","Providence, RI: Rhode Island Tf Green International","Endeavor Air Inc.",8761,849,10.319199057715
"1710","PVD","Providence, RI: Rhode Island Tf Green International","Envoy Air",5321,476,11.1785714285714
"1711","PVD","Providence, RI: Rhode Island Tf Green International","Frontier Airlines",3761,111,33.8828828828829
"1712","PVD","Providence, RI: Rhode Island Tf Green International","GoJet Airlines LLC d/b/a United Express",9896,491,20.1547861507128
"1713","PVD","Providence, RI: Rhode Island Tf Green International","JetBlue Airways",29300,1212,24.1749174917492
"1714","PVD","Providence, RI: Rhode Island Tf Green International","Mesa Airlines Inc.",990,85,11.6470588235294
"1715","PVD","Providence, RI: Rhode Island Tf Green International","PSA Airlines Inc.",15582,1800,8.65666666666667
"1716","PVD","Providence, RI: Rhode Island Tf Green International","Piedmont Airlines",3871,559,6.92486583184258
"1717","PVD","Providence, RI: Rhode Island Tf Green International","Republic Airline",12672,1691,7.49379065641632
"1718","PVD","Providence, RI: Rhode Island Tf Green International","SkyWest Airlines Inc.",3730,311,11.9935691318328
"1719","PVD","Providence, RI: Rhode Island Tf Green International","Southwest Airlines",60349,4584,13.1651396160558
"1720","PVD","Providence, RI: Rhode Island Tf Green International","United Air Lines Network",3187,184,17.320652173913
"1721","PVU","Provo, UT: Provo Municipal","Allegiant Air",82080,2028,40.4733727810651
"1722","PWM","Portland, ME: Portland International Jetport","Air Wisconsin Airlines Corp",3900,120,32.5
"1723","PWM","Portland, ME: Portland International Jetport","American Airlines Network",31368,1590,19.7283018867925
"1724","PWM","Portland, ME: Portland International Jetport","CommuteAir LLC dba CommuteAir",138,56,2.46428571428571
"1725","PWM","Portland, ME: Portland International Jetport","Delta Air Lines Network",11066,988,11.2004048582996
"1726","PWM","Portland, ME: Portland International Jetport","Endeavor Air Inc.",13447,1795,7.49136490250696
"1727","PWM","Portland, ME: Portland International Jetport","Envoy Air",3387,259,13.0772200772201
"1728","PWM","Portland, ME: Portland International Jetport","Frontier Airlines",2690,177,15.1977401129943
"1729","PWM","Portland, ME: Portland International Jetport","GoJet Airlines LLC d/b/a United Express",2979,215,13.8558139534884
"1730","PWM","Portland, ME: Portland International Jetport","JetBlue Airways",10626,516,20.593023255814
"1731","PWM","Portland, ME: Portland International Jetport","Mesa Airlines Inc.",3351,108,31.0277777777778
"1732","PWM","Portland, ME: Portland International Jetport","PSA Airlines Inc.",2529,542,4.66605166051661
"1733","PWM","Portland, ME: Portland International Jetport","Piedmont Airlines",9108,327,27.8532110091743
"1734","PWM","Portland, ME: Portland International Jetport","Republic Airline",18496,2457,7.52787952787953
"1735","PWM","Portland, ME: Portland International Jetport","SkyWest Airlines Inc.",2855,186,15.3494623655914
"1736","PWM","Portland, ME: Portland International Jetport","Southwest Airlines",17212,1401,12.2855103497502
"1737","PWM","Portland, ME: Portland International Jetport","United Air Lines Network",15349,1058,14.507561436673
"1738","RAP","Rapid City, SD: Rapid City Regional","Air Wisconsin Airlines Corp",71,4,17.75
"1739","RAP","Rapid City, SD: Rapid City Regional","Allegiant Air",2726,262,10.4045801526718
"1740","RAP","Rapid City, SD: Rapid City Regional","American Airlines Network",559,22,25.4090909090909
"1741","RAP","Rapid City, SD: Rapid City Regional","CommuteAir LLC dba CommuteAir",524,60,8.73333333333333
"1742","RAP","Rapid City, SD: Rapid City Regional","Delta Air Lines Network",1804,92,19.6086956521739
"1743","RAP","Rapid City, SD: Rapid City Regional","Endeavor Air Inc.",0,12,0
"1744","RAP","Rapid City, SD: Rapid City Regional","Envoy Air",7303,950,7.68736842105263
"1745","RAP","Rapid City, SD: Rapid City Regional","Mesa Airlines Inc.",6029,167,36.1017964071856
"1746","RAP","Rapid City, SD: Rapid City Regional","PSA Airlines Inc.",856,148,5.78378378378378
"1747","RAP","Rapid City, SD: Rapid City Regional","SkyWest Airlines Inc.",18328,1945,9.42313624678663
"1748","RAP","Rapid City, SD: Rapid City Regional","United Air Lines Network",11141,677,16.4564254062038
"1749","RDD","Redding, CA: Redding Municipal","Horizon Air",377,70,5.38571428571429
"1750","RDD","Redding, CA: Redding Municipal","SkyWest Airlines Inc.",8178,550,14.8690909090909
"1751","RDD","Redding, CA: Redding Regional","Horizon Air",64,29,2.20689655172414
"1752","RDD","Redding, CA: Redding Regional","SkyWest Airlines Inc.",13811,961,14.3714880332986
"1753","RDM","Bend/Redmond, OR: Roberts Field","Alaska Airlines Network",5441,795,6.8440251572327
"1754","RDM","Bend/Redmond, OR: Roberts Field","Horizon Air",10966,1407,7.79388770433547
"1755","RDM","Bend/Redmond, OR: Roberts Field","SkyWest Airlines Inc.",39284,4367,8.99564918708496
"1756","RDM","Bend/Redmond, OR: Roberts Field","United Air Lines Network",12028,780,15.4205128205128
"1757","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Air Wisconsin Airlines Corp",0,5,0
"1758","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Alaska Airlines Network",3160,473,6.68076109936575
"1759","RDU","Raleigh/Durham, NC: Raleigh-Durham International","American Airlines Network",216311,10901,19.8432253921659
"1760","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Delta Air Lines Network",145275,11303,12.8527824471379
"1761","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Endeavor Air Inc.",70075,6442,10.877832971127
"1762","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Envoy Air",20958,1626,12.8892988929889
"1763","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Frontier Airlines",86688,3987,21.7426636568849
"1764","RDU","Raleigh/Durham, NC: Raleigh-Durham International","GoJet Airlines LLC d/b/a United Express",654,25,26.16
"1765","RDU","Raleigh/Durham, NC: Raleigh-Durham International","JetBlue Airways",91851,3315,27.7076923076923
"1766","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Mesa Airlines Inc.",9063,668,13.5673652694611
"1767","RDU","Raleigh/Durham, NC: Raleigh-Durham International","PSA Airlines Inc.",8731,660,13.2287878787879
"1768","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Piedmont Airlines",68,14,4.85714285714286
"1769","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Republic Airline",39444,5680,6.9443661971831
"1770","RDU","Raleigh/Durham, NC: Raleigh-Durham International","SkyWest Airlines Inc.",294,66,4.45454545454545
"1771","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Southwest Airlines",95649,8238,11.6107064821559
"1772","RDU","Raleigh/Durham, NC: Raleigh-Durham International","Spirit Airlines",20586,730,28.2
"1773","RDU","Raleigh/Durham, NC: Raleigh-Durham International","United Air Lines Network",78174,6001,13.0268288618564
"1774","RFD","Rockford, IL: Chicago/Rockford International","Allegiant Air",7924,722,10.9750692520776
"1775","RHI","Rhinelander, WI: Rhinelander/Oneida County","SkyWest Airlines Inc.",4233,726,5.83057851239669
"1776","RIC","Richmond, VA: Richmond International","Air Wisconsin Airlines Corp",3758,218,17.2385321100917
"1777","RIC","Richmond, VA: Richmond International","Allegiant Air",5958,410,14.5317073170732
"1778","RIC","Richmond, VA: Richmond International","American Airlines Network",69733,3623,19.2473088600607
"1779","RIC","Richmond, VA: Richmond International","CommuteAir LLC dba CommuteAir",2788,334,8.34730538922156
"1780","RIC","Richmond, VA: Richmond International","Delta Air Lines Network",30425,2602,11.6929285165257
"1781","RIC","Richmond, VA: Richmond International","Endeavor Air Inc.",22853,2732,8.36493411420205
"1782","RIC","Richmond, VA: Richmond International","Envoy Air",2781,279,9.96774193548387
"1783","RIC","Richmond, VA: Richmond International","GoJet Airlines LLC d/b/a United Express",38440,3092,12.4320827943079
"1784","RIC","Richmond, VA: Richmond International","JetBlue Airways",49448,1855,26.6566037735849
"1785","RIC","Richmond, VA: Richmond International","Mesa Airlines Inc.",804,39,20.6153846153846
"1786","RIC","Richmond, VA: Richmond International","PSA Airlines Inc.",580,99,5.85858585858586
"1787","RIC","Richmond, VA: Richmond International","Piedmont Airlines",13625,1115,12.219730941704
"1788","RIC","Richmond, VA: Richmond International","Republic Airline",22379,2780,8.05
"1789","RIC","Richmond, VA: Richmond International","SkyWest Airlines Inc.",3121,297,10.5084175084175
"1790","RIC","Richmond, VA: Richmond International","Southwest Airlines",16015,1699,9.42613301942319
"1791","RIC","Richmond, VA: Richmond International","Spirit Airlines",22068,1010,21.849504950495
"1792","RIC","Richmond, VA: Richmond International","United Air Lines Network",27955,1392,20.0826149425287
"1793","RIW","Riverton/Lander, WY: Central Wyoming Regional","SkyWest Airlines Inc.",4426,434,10.1981566820276
"1794","RKS","Rock Springs, WY: Southwest Wyoming Regional","SkyWest Airlines Inc.",5268,433,12.1662817551963
"1795","RNO","Reno, NV: Reno/Tahoe International","Alaska Airlines Network",5470,800,6.8375
"1796","RNO","Reno, NV: Reno/Tahoe International","Allegiant Air",1509,105,14.3714285714286
"1797","RNO","Reno, NV: Reno/Tahoe International","American Airlines Network",33651,2045,16.4552567237164
"1798","RNO","Reno, NV: Reno/Tahoe International","Delta Air Lines Network",7126,748,9.52673796791444
"1799","RNO","Reno, NV: Reno/Tahoe International","Envoy Air",3048,385,7.91688311688312
"1800","RNO","Reno, NV: Reno/Tahoe International","Frontier Airlines",545,20,27.25
"1801","RNO","Reno, NV: Reno/Tahoe International","Horizon Air",3075,639,4.81220657276995
"1802","RNO","Reno, NV: Reno/Tahoe International","JetBlue Airways",15496,487,31.8193018480493
"1803","RNO","Reno, NV: Reno/Tahoe International","Mesa Airlines Inc.",2572,85,30.2588235294118
"1804","RNO","Reno, NV: Reno/Tahoe International","SkyWest Airlines Inc.",29458,3839,7.67335243553009
"1805","RNO","Reno, NV: Reno/Tahoe International","Southwest Airlines",99020,8679,11.4091485194147
"1806","RNO","Reno, NV: Reno/Tahoe International","Spirit Airlines",8235,777,10.5984555984556
"1807","RNO","Reno, NV: Reno/Tahoe International","United Air Lines Network",26640,1812,14.7019867549669
"1808","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Air Wisconsin Airlines Corp",6160,344,17.906976744186
"1809","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Allegiant Air",4626,227,20.3788546255507
"1810","ROA","Roanoke, VA: Roanoke Blacksburg Regional","CommuteAir LLC dba CommuteAir",5063,784,6.45790816326531
"1811","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Delta Air Lines Network",6101,394,15.4847715736041
"1812","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Endeavor Air Inc.",7086,931,7.61117078410312
"1813","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Mesa Airlines Inc.",0,1,0
"1814","ROA","Roanoke, VA: Roanoke Blacksburg Regional","PSA Airlines Inc.",2188,199,10.9949748743719
"1815","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Piedmont Airlines",28291,2529,11.1866350336101
"1816","ROA","Roanoke, VA: Roanoke Blacksburg Regional","Republic Airline",3038,476,6.38235294117647
"1817","ROA","Roanoke, VA: Roanoke Blacksburg Regional","SkyWest Airlines Inc.",7298,557,13.1023339317774
"1818","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Air Wisconsin Airlines Corp",5490,265,20.7169811320755
"1819","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Allegiant Air",1419,103,13.7766990291262
"1820","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","American Airlines Network",13619,809,16.8343634116193
"1821","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","CommuteAir LLC dba CommuteAir",6136,545,11.2587155963303
"1822","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Delta Air Lines Network",14648,1119,13.0902591599643
"1823","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Endeavor Air Inc.",29770,3301,9.01847924871251
"1824","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Envoy Air",3579,308,11.6201298701299
"1825","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Frontier Airlines",1590,115,13.8260869565217
"1826","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","GoJet Airlines LLC d/b/a United Express",5539,670,8.26716417910448
"1827","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","JetBlue Airways",27227,1085,25.0940092165899
"1828","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Mesa Airlines Inc.",1186,240,4.94166666666667
"1829","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","PSA Airlines Inc.",10284,1162,8.85025817555938
"1830","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Piedmont Airlines",18707,1603,11.6699937616968
"1831","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Republic Airline",10134,1359,7.45695364238411
"1832","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","SkyWest Airlines Inc.",4422,332,13.3192771084337
"1833","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Southwest Airlines",23982,2024,11.848814229249
"1834","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","Spirit Airlines",3471,428,8.10981308411215
"1835","ROC","Rochester, NY: Frederick Douglass Grtr Rochester International","United Air Lines Network",14331,908,15.7830396475771
"1836","ROW","Roswell, NM: Roswell Air Center","Mesa Airlines Inc.",164,26,6.30769230769231
"1837","ROW","Roswell, NM: Roswell Air Center","SkyWest Airlines Inc.",7807,851,9.17391304347826
"1838","RST","Rochester, MN: Rochester International","Air Wisconsin Airlines Corp",14219,527,26.9810246679317
"1839","RST","Rochester, MN: Rochester International","Delta Air Lines Network",4008,246,16.2926829268293
"1840","RST","Rochester, MN: Rochester International","Endeavor Air Inc.",2746,158,17.379746835443
"1841","RST","Rochester, MN: Rochester International","Envoy Air",2900,325,8.92307692307692
"1842","RST","Rochester, MN: Rochester International","Piedmont Airlines",468,21,22.2857142857143
"1843","RST","Rochester, MN: Rochester International","Republic Airline",1107,127,8.71653543307087
"1844","RST","Rochester, MN: Rochester International","SkyWest Airlines Inc.",3153,424,7.43632075471698
"1845","RSW","Fort Myers, FL: Southwest Florida International","Alaska Airlines Network",2046,164,12.4756097560976
"1846","RSW","Fort Myers, FL: Southwest Florida International","American Airlines Network",86122,5053,17.0437363942213
"1847","RSW","Fort Myers, FL: Southwest Florida International","Delta Air Lines Network",73815,6843,10.7869355545813
"1848","RSW","Fort Myers, FL: Southwest Florida International","Endeavor Air Inc.",333,16,20.8125
"1849","RSW","Fort Myers, FL: Southwest Florida International","Envoy Air",2039,103,19.7961165048544
"1850","RSW","Fort Myers, FL: Southwest Florida International","Frontier Airlines",38738,2144,18.0680970149254
"1851","RSW","Fort Myers, FL: Southwest Florida International","JetBlue Airways",88199,3793,23.2530978117585
"1852","RSW","Fort Myers, FL: Southwest Florida International","PSA Airlines Inc.",837,23,36.3913043478261
"1853","RSW","Fort Myers, FL: Southwest Florida International","Republic Airline",327,28,11.6785714285714
"1854","RSW","Fort Myers, FL: Southwest Florida International","Southwest Airlines",97827,7465,13.104755525787
"1855","RSW","Fort Myers, FL: Southwest Florida International","Spirit Airlines",35146,2303,15.2609639600521
"1856","RSW","Fort Myers, FL: Southwest Florida International","United Air Lines Network",70256,5131,13.6924576106022
"1857","SAF","Santa Fe, NM: Santa Fe Municipal","CommuteAir LLC dba CommuteAir",26845,997,26.925777331996
"1858","SAF","Santa Fe, NM: Santa Fe Municipal","Envoy Air",1281,122,10.5
"1859","SAF","Santa Fe, NM: Santa Fe Municipal","Mesa Airlines Inc.",120,23,5.21739130434783
"1860","SAF","Santa Fe, NM: Santa Fe Municipal","SkyWest Airlines Inc.",19091,1660,11.5006024096386
"1861","SAN","San Diego, CA: San Diego International","Alaska Airlines Network",99973,9100,10.986043956044
"1862","SAN","San Diego, CA: San Diego International","Allegiant Air",8153,418,19.5047846889952
"1863","SAN","San Diego, CA: San Diego International","American Airlines Network",186672,8464,22.054820415879
"1864","SAN","San Diego, CA: San Diego International","Delta Air Lines Network",94429,9361,10.087490652708
"1865","SAN","San Diego, CA: San Diego International","Frontier Airlines",47400,2550,18.5882352941176
"1866","SAN","San Diego, CA: San Diego International","Hawaiian Airlines Network",9676,719,13.4575799721836
"1867","SAN","San Diego, CA: San Diego International","Horizon Air",8027,718,11.1796657381616
"1868","SAN","San Diego, CA: San Diego International","JetBlue Airways",32934,1957,16.8288196218702
"1869","SAN","San Diego, CA: San Diego International","SkyWest Airlines Inc.",91114,10196,8.93624950961161
"1870","SAN","San Diego, CA: San Diego International","Southwest Airlines",374334,36075,10.3765488565489
"1871","SAN","San Diego, CA: San Diego International","Spirit Airlines",30252,1943,15.5697375193001
"1872","SAN","San Diego, CA: San Diego International","United Air Lines Network",122090,10181,11.9919457813574
"1873","SAT","San Antonio, TX: San Antonio International","Alaska Airlines Network",4401,516,8.52906976744186
"1874","SAT","San Antonio, TX: San Antonio International","Allegiant Air",959,65,14.7538461538462
"1875","SAT","San Antonio, TX: San Antonio International","American Airlines Network",149708,7518,19.9132748071296
"1876","SAT","San Antonio, TX: San Antonio International","Delta Air Lines Network",67926,5939,11.4372790031992
"1877","SAT","San Antonio, TX: San Antonio International","Envoy Air",584,107,5.45794392523364
"1878","SAT","San Antonio, TX: San Antonio International","Frontier Airlines",12839,918,13.9858387799564
"1879","SAT","San Antonio, TX: San Antonio International","JetBlue Airways",11048,729,15.1550068587106
"1880","SAT","San Antonio, TX: San Antonio International","Mesa Airlines Inc.",11250,643,17.4961119751166
"1881","SAT","San Antonio, TX: San Antonio International","PSA Airlines Inc.",0,1,0
"1882","SAT","San Antonio, TX: San Antonio International","Republic Airline",0,8,0
"1883","SAT","San Antonio, TX: San Antonio International","SkyWest Airlines Inc.",3315,615,5.39024390243902
"1884","SAT","San Antonio, TX: San Antonio International","Southwest Airlines",171193,15803,10.8329431120673
"1885","SAT","San Antonio, TX: San Antonio International","Spirit Airlines",18747,1425,13.1557894736842
"1886","SAT","San Antonio, TX: San Antonio International","United Air Lines Network",81267,5892,13.7927698574338
"1887","SAV","Savannah, GA: Savannah/Hilton Head International","Air Wisconsin Airlines Corp",2100,123,17.0731707317073
"1888","SAV","Savannah, GA: Savannah/Hilton Head International","Allegiant Air",23878,792,30.1489898989899
"1889","SAV","Savannah, GA: Savannah/Hilton Head International","American Airlines Network",37805,1947,19.417051874679
"1890","SAV","Savannah, GA: Savannah/Hilton Head International","CommuteAir LLC dba CommuteAir",1032,33,31.2727272727273
"1891","SAV","Savannah, GA: Savannah/Hilton Head International","Delta Air Lines Network",26337,2773,9.49765596826542
"1892","SAV","Savannah, GA: Savannah/Hilton Head International","Endeavor Air Inc.",21613,1788,12.087807606264
"1893","SAV","Savannah, GA: Savannah/Hilton Head International","Envoy Air",9024,842,10.7173396674584
"1894","SAV","Savannah, GA: Savannah/Hilton Head International","Frontier Airlines",1552,103,15.0679611650485
"1895","SAV","Savannah, GA: Savannah/Hilton Head International","GoJet Airlines LLC d/b/a United Express",3208,204,15.7254901960784
"1896","SAV","Savannah, GA: Savannah/Hilton Head International","JetBlue Airways",27465,1430,19.2062937062937
"1897","SAV","Savannah, GA: Savannah/Hilton Head International","Mesa Airlines Inc.",31402,1408,22.3025568181818
"1898","SAV","Savannah, GA: Savannah/Hilton Head International","PSA Airlines Inc.",29030,2497,11.6259511413696
"1899","SAV","Savannah, GA: Savannah/Hilton Head International","Piedmont Airlines",222,41,5.41463414634146
"1900","SAV","Savannah, GA: Savannah/Hilton Head International","Republic Airline",11950,1181,10.1185436071126
"1901","SAV","Savannah, GA: Savannah/Hilton Head International","SkyWest Airlines Inc.",4026,369,10.9105691056911
"1902","SAV","Savannah, GA: Savannah/Hilton Head International","Southwest Airlines",25125,2466,10.1885644768856
"1903","SAV","Savannah, GA: Savannah/Hilton Head International","United Air Lines Network",17974,1265,14.2086956521739
"1904","SBA","Santa Barbara, CA: Santa Barbara Municipal","Alaska Airlines Network",2204,364,6.05494505494505
"1905","SBA","Santa Barbara, CA: Santa Barbara Municipal","American Airlines Network",27236,1326,20.5399698340875
"1906","SBA","Santa Barbara, CA: Santa Barbara Municipal","Envoy Air",262,69,3.79710144927536
"1907","SBA","Santa Barbara, CA: Santa Barbara Municipal","Horizon Air",384,65,5.90769230769231
"1908","SBA","Santa Barbara, CA: Santa Barbara Municipal","Mesa Airlines Inc.",66,1,66
"1909","SBA","Santa Barbara, CA: Santa Barbara Municipal","SkyWest Airlines Inc.",21197,2071,10.2351521004346
"1910","SBA","Santa Barbara, CA: Santa Barbara Municipal","Southwest Airlines",21469,2189,9.80767473732298
"1911","SBA","Santa Barbara, CA: Santa Barbara Municipal","United Air Lines Network",17407,1183,14.7142857142857
"1912","SBN","South Bend, IN: South Bend International","Air Wisconsin Airlines Corp",1604,136,11.7941176470588
"1913","SBN","South Bend, IN: South Bend International","Allegiant Air",7889,729,10.8216735253772
"1914","SBN","South Bend, IN: South Bend International","American Airlines Network",158,2,79
"1915","SBN","South Bend, IN: South Bend International","Delta Air Lines Network",47,5,9.4
"1916","SBN","South Bend, IN: South Bend International","Endeavor Air Inc.",64,7,9.14285714285714
"1917","SBN","South Bend, IN: South Bend International","PSA Airlines Inc.",8300,1061,7.82280867106503
"1918","SBN","South Bend, IN: South Bend International","Republic Airline",219,33,6.63636363636364
"1919","SBN","South Bend, IN: South Bend International","SkyWest Airlines Inc.",60206,3967,15.1767078396773
"1920","SBN","South Bend, IN: South Bend International","United Air Lines Network",134,16,8.375
"1921","SBP","San Luis Obispo, CA: San Luis County Regional","American Airlines Network",18875,778,24.2609254498715
"1922","SBP","San Luis Obispo, CA: San Luis County Regional","Envoy Air",4251,341,12.466275659824
"1923","SBP","San Luis Obispo, CA: San Luis County Regional","Horizon Air",1035,198,5.22727272727273
"1924","SBP","San Luis Obispo, CA: San Luis County Regional","SkyWest Airlines Inc.",47446,3634,13.0561364887177
"1925","SBP","San Luis Obispo, CA: San Luis County Regional","United Air Lines Network",1341,94,14.2659574468085
"1926","SBY","Salisbury, MD: Salisbury-Ocean City/Wicomico Regional","Piedmont Airlines",12925,1435,9.00696864111498
"1927","SCC","Deadhorse, AK: Deadhorse Airport","Alaska Airlines Network",3525,415,8.49397590361446
"1928","SCE","State College, PA: University Park","Air Wisconsin Airlines Corp",4532,244,18.5737704918033
"1929","SCE","State College, PA: University Park","Endeavor Air Inc.",2610,281,9.28825622775801
"1930","SCE","State College, PA: University Park","GoJet Airlines LLC d/b/a United Express",14738,720,20.4694444444444
"1931","SCE","State College, PA: University Park","PSA Airlines Inc.",0,3,0
"1932","SCE","State College, PA: University Park","Piedmont Airlines",7952,988,8.04858299595142
"1933","SCE","State College, PA: University Park","Republic Airline",507,77,6.58441558441558
"1934","SCE","State College, PA: University Park","SkyWest Airlines Inc.",12696,916,13.8602620087336
"1935","SCK","Stockton, CA: Stockton Metro","Allegiant Air",9330,536,17.4067164179104
"1936","SDF","Louisville, KY: Louisville Muhammad Ali International","Air Wisconsin Airlines Corp",5938,406,14.6256157635468
"1937","SDF","Louisville, KY: Louisville Muhammad Ali International","Allegiant Air",10011,717,13.9623430962343
"1938","SDF","Louisville, KY: Louisville Muhammad Ali International","American Airlines Network",61180,2640,23.1742424242424
"1939","SDF","Louisville, KY: Louisville Muhammad Ali International","CommuteAir LLC dba CommuteAir",481,43,11.1860465116279
"1940","SDF","Louisville, KY: Louisville Muhammad Ali International","Delta Air Lines Network",16012,2335,6.85738758029979
"1941","SDF","Louisville, KY: Louisville Muhammad Ali International","Endeavor Air Inc.",3724,353,10.5495750708215
"1942","SDF","Louisville, KY: Louisville Muhammad Ali International","Envoy Air",8766,1216,7.20888157894737
"1943","SDF","Louisville, KY: Louisville Muhammad Ali International","GoJet Airlines LLC d/b/a United Express",2671,164,16.2865853658537
"1944","SDF","Louisville, KY: Louisville Muhammad Ali International","Mesa Airlines Inc.",33340,1217,27.3952341824158
"1945","SDF","Louisville, KY: Louisville Muhammad Ali International","PSA Airlines Inc.",17241,1229,14.0284784377543
"1946","SDF","Louisville, KY: Louisville Muhammad Ali International","Piedmont Airlines",2903,371,7.82479784366577
"1947","SDF","Louisville, KY: Louisville Muhammad Ali International","Republic Airline",49451,5803,8.52162674478718
"1948","SDF","Louisville, KY: Louisville Muhammad Ali International","SkyWest Airlines Inc.",18362,1829,10.0393657736468
"1949","SDF","Louisville, KY: Louisville Muhammad Ali International","Southwest Airlines",54578,4751,11.4876868027784
"1950","SDF","Louisville, KY: Louisville Muhammad Ali International","Spirit Airlines",30584,1303,23.4719877206447
"1951","SDF","Louisville, KY: Louisville Muhammad Ali International","United Air Lines Network",23109,1221,18.9262899262899
"1952","SEA","Seattle, WA: Seattle/Tacoma International","Alaska Airlines Network",715835,78253,9.1477004076521
"1953","SEA","Seattle, WA: Seattle/Tacoma International","American Airlines Network",113316,6059,18.7020960554547
"1954","SEA","Seattle, WA: Seattle/Tacoma International","Delta Air Lines Network",362767,33419,10.8551123612316
"1955","SEA","Seattle, WA: Seattle/Tacoma International","Envoy Air",210,60,3.5
"1956","SEA","Seattle, WA: Seattle/Tacoma International","Frontier Airlines",16608,1023,16.2346041055718
"1957","SEA","Seattle, WA: Seattle/Tacoma International","Hawaiian Airlines Network",14769,744,19.8508064516129
"1958","SEA","Seattle, WA: Seattle/Tacoma International","Horizon Air",119835,17412,6.88232253618194
"1959","SEA","Seattle, WA: Seattle/Tacoma International","JetBlue Airways",28068,1253,22.4006384676776
"1960","SEA","Seattle, WA: Seattle/Tacoma International","SkyWest Airlines Inc.",179311,24705,7.25808540781218
"1961","SEA","Seattle, WA: Seattle/Tacoma International","Southwest Airlines",87194,8362,10.4274097105956
"1962","SEA","Seattle, WA: Seattle/Tacoma International","Spirit Airlines",15865,1027,15.4479065238559
"1963","SEA","Seattle, WA: Seattle/Tacoma International","United Air Lines Network",119560,8881,13.4624479225312
"1964","SFB","Sanford, FL: Orlando Sanford International","Allegiant Air",240756,9103,26.4479841810392
"1965","SFO","San Francisco, CA: San Francisco International","Alaska Airlines Network",172367,12683,13.5903965938658
"1966","SFO","San Francisco, CA: San Francisco International","American Airlines Network",216796,9991,21.6991292162947
"1967","SFO","San Francisco, CA: San Francisco International","Delta Air Lines Network",155420,13286,11.6980279993979
"1968","SFO","San Francisco, CA: San Francisco International","Frontier Airlines",77337,3436,22.5078579743888
"1969","SFO","San Francisco, CA: San Francisco International","Hawaiian Airlines Network",10532,729,14.4471879286694
"1970","SFO","San Francisco, CA: San Francisco International","Horizon Air",41010,2803,14.6307527648948
"1971","SFO","San Francisco, CA: San Francisco International","JetBlue Airways",109875,5191,21.1664419187055
